Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Supplier_Country,Warehouse_ID,Customer_ID,Customer_Region,Customer_Segment,Quantity,Unit_Price,Total_Amount,Shipping_Mode,Shipping_Cost,Order_Status,Order_Date_Timestamp,Ship_Date,Expected_Delivery,Actual_Delivery,Lead_Time_Days,Actual_Lead_Time,Delay_Days,Inventory_Level,Reorder_Point,On_Time_Delivery,Year,Month,Quarter,Month_Name
ORD_000028,2023-01-20,PROD_007,Product_7,Food & Beverage,SUP_007,Supplier_7,Germany,WH_007,CUST_0196,North,Individual,19,308.9,5869.099999999999,Air,5638.31,Delivered,2023-01-20,2023-01-23,2023-03-02,2023-03-02,38,41.0,0.0,309,95,1.0,2023,1,1,January
ORD_000029,2023-04-12,PROD_033,Product_33,Home & Garden,SUP_016,Supplier_16,India,WH_008,CUST_0113,West,Individual,14,155.17,2172.3799999999997,Sea,124.53,Delivered,2023-04-12,2023-04-15,2023-05-29,2023-06-02,44,51.0,4.0,1303,89,0.0,2023,4,2,April
ORD_000030,2023-12-02,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_002,CUST_0090,North,SMB,73,480.97,35110.810000000005,Sea,2701.46,In Transit,2023-12-02,2023-12-06,2024-01-29,,54,,,4720,118,,2023,12,4,December
ORD_000031,2022-03-30,PROD_037,Product_37,Health & Beauty,SUP_006,Supplier_6,Germany,WH_001,CUST_0258,Central,SMB,23,203.49,4680.27,Rail,91.52,Delivered,2022-03-30,2022-03-31,2022-04-15,2022-04-15,15,16.0,0.0,3975,313,1.0,2022,3,1,March
ORD_000032,2022-06-17,PROD_014,Product_14,Sports,SUP_017,Supplier_17,Vietnam,WH_003,CUST_0089,Central,Individual,14,111.89,1566.46,Road,153.43,Delivered,2022-06-17,2022-06-19,2022-07-06,2022-07-09,17,22.0,3.0,1942,284,0.0,2022,6,2,June
ORD_000033,2023-05-10,PROD_019,Product_19,Clothing,SUP_001,Supplier_1,Germany,WH_002,CUST_0091,West,Individual,27,203.62,5497.74,Sea,1428.09,Delivered,2023-05-10,2023-05-14,2023-07-12,2023-07-17,59,68.0,5.0,4008,163,0.0,2023,5,2,May
ORD_000034,2022-03-16,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_003,CUST_0045,West,Individual,38,230.38,8754.44,Road,3724.43,Delivered,2022-03-16,2022-03-18,2022-05-01,2022-05-08,44,53.0,7.0,1975,210,0.0,2022,3,1,March
ORD_000035,2023-06-25,PROD_046,Product_46,Electronics,SUP_007,Supplier_7,Germany,WH_002,CUST_0174,North,SMB,47,458.33,21541.51,Road,4161.39,Delivered,2023-06-25,2023-06-27,2023-08-08,2023-08-08,42,44.0,0.0,2579,298,1.0,2023,6,2,June
ORD_000036,2022-05-27,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_006,CUST_0225,South,SMB,96,344.8,33100.8,Road,4505.83,Delivered,2022-05-27,2022-05-29,2022-06-09,2022-06-09,11,13.0,0.0,4963,91,1.0,2022,5,2,May
ORD_000037,2022-07-21,PROD_037,Product_37,Health & Beauty,SUP_006,Supplier_6,Germany,WH_003,CUST_0195,West,SMB,62,203.49,12616.380000000001,Road,801.6,Delivered,2022-07-21,2022-07-23,2022-08-02,2022-08-08,10,18.0,6.0,3832,296,0.0,2022,7,3,July
ORD_000038,2022-09-11,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_006,CUST_0224,North,Enterprise,79,230.38,18200.02,Sea,4542.37,Cancelled,2022-09-11,2022-09-13,2022-11-09,,57,,,1417,238,,2022,9,3,September
ORD_000039,2022-12-26,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_003,CUST_0173,South,SMB,58,344.8,19998.4,Sea,1812.28,Delivered,2022-12-26,2022-12-27,2023-01-22,2023-01-27,26,32.0,5.0,4564,152,0.0,2022,12,4,December
ORD_000040,2023-09-24,PROD_041,Product_41,Electronics,SUP_004,Supplier_4,USA,WH_004,CUST_0064,South,SMB,68,358.56,24382.08,Road,4055.54,Delivered,2023-09-24,2023-09-28,2023-10-25,2023-10-25,27,31.0,0.0,4480,468,1.0,2023,9,3,September
ORD_000041,2023-01-07,PROD_012,Product_12,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_005,CUST_0127,East,Individual,39,380.13,14825.07,Rail,149.89,Delivered,2023-01-07,2023-01-11,2023-02-01,2023-02-01,21,25.0,0.0,1968,89,1.0,2023,1,1,January
ORD_000042,2022-07-01,PROD_013,Product_13,Health & Beauty,SUP_017,Supplier_17,Vietnam,WH_005,CUST_0142,South,Enterprise,72,218.33,15719.76,Road,9444.73,Delivered,2022-07-01,2022-07-03,2022-07-17,2022-07-17,14,16.0,0.0,4370,387,1.0,2022,7,3,July
ORD_000043,2023-11-25,PROD_015,Product_15,Clothing,SUP_002,Supplier_2,Brazil,WH_002,CUST_0235,South,SMB,14,288.17,4034.38,Road,1327.05,In Transit,2023-11-25,2023-11-26,2023-12-28,,32,,,1117,131,,2023,11,4,November
ORD_000044,2022-02-26,PROD_035,Product_35,Health & Beauty,SUP_001,Supplier_1,Germany,WH_001,CUST_0154,South,Individual,18,17.66,317.88,Sea,2305.88,Delayed,2022-02-26,2022-02-28,2022-04-29,,60,,,2283,326,,2022,2,1,February
ORD_000045,2023-06-17,PROD_013,Product_13,Health & Beauty,SUP_017,Supplier_17,Vietnam,WH_003,CUST_0144,North,Individual,93,218.33,20304.690000000002,Sea,2379.19,Delivered,2023-06-17,2023-06-21,2023-07-20,2023-07-20,29,33.0,0.0,3782,360,1.0,2023,6,2,June
ORD_000046,2022-12-21,PROD_045,Product_45,Sports,SUP_020,Supplier_20,USA,WH_001,CUST_0196,North,Individual,93,329.03,30599.789999999997,Road,2860.59,Delivered,2022-12-21,2022-12-23,2023-01-14,2023-01-14,22,24.0,0.0,4474,243,1.0,2022,12,4,December
ORD_000047,2022-07-17,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_003,CUST_0154,South,Individual,60,480.97,28858.2,Sea,2222.42,Delivered,2022-07-17,2022-07-20,2022-09-12,2022-09-12,54,57.0,0.0,1953,267,1.0,2022,7,3,July
ORD_000048,2023-08-23,PROD_032,Product_32,Clothing,SUP_011,Supplier_11,India,WH_006,CUST_0084,East,SMB,31,145.24,4502.4400000000005,Air,2814.55,Delivered,2023-08-23,2023-08-24,2023-10-01,2023-10-01,38,39.0,0.0,881,203,1.0,2023,8,3,August
ORD_000049,2022-08-09,PROD_050,Product_50,Home & Garden,SUP_008,Supplier_8,India,WH_001,CUST_0058,North,Enterprise,94,191.7,18019.8,Sea,1014.31,Delivered,2022-08-09,2022-08-12,2022-09-21,2022-09-27,40,49.0,6.0,3784,474,0.0,2022,8,3,August
ORD_000050,2023-08-10,PROD_014,Product_14,Sports,SUP_017,Supplier_17,Vietnam,WH_008,CUST_0021,West,Individual,43,111.89,4811.27,Air,1721.47,Delivered,2023-08-10,2023-08-12,2023-08-25,2023-08-25,13,15.0,0.0,3222,161,1.0,2023,8,3,August
ORD_000051,2022-10-28,PROD_033,Product_33,Home & Garden,SUP_016,Supplier_16,India,WH_008,CUST_0300,West,SMB,1,155.17,155.17,Sea,20.88,Delivered,2022-10-28,2022-10-30,2022-12-12,2022-12-16,43,49.0,4.0,4886,415,0.0,2022,10,4,October
ORD_000052,2022-03-03,PROD_004,Product_4,Sports,SUP_017,Supplier_17,Vietnam,WH_007,CUST_0259,Central,SMB,30,123.14,3694.2,Rail,1284.5,Delivered,2022-03-03,2022-03-06,2022-03-28,2022-03-28,22,25.0,0.0,338,193,1.0,2022,3,1,March
ORD_000053,2023-01-09,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_008,CUST_0083,South,Individual,57,480.97,27415.29,Sea,6840.55,Delivered,2023-01-09,2023-01-13,2023-03-12,2023-03-12,58,62.0,0.0,458,208,1.0,2023,1,1,January
ORD_000054,2023-03-19,PROD_030,Product_30,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_001,CUST_0233,South,Individual,42,482.98,20285.16,Rail,1689.32,Delivered,2023-03-19,2023-03-23,2023-04-27,2023-05-04,35,46.0,7.0,1648,193,0.0,2023,3,1,March
ORD_000055,2023-11-26,PROD_022,Product_22,Electronics,SUP_012,Supplier_12,Germany,WH_004,CUST_0240,East,Individual,36,170.0,6120.0,Road,4020.94,Delivered,2023-11-26,2023-11-28,2023-12-09,2023-12-09,11,13.0,0.0,4757,369,1.0,2023,11,4,November
ORD_000056,2022-04-05,PROD_005,Product_5,Sports,SUP_020,Supplier_20,USA,WH_007,CUST_0086,North,SMB,94,128.1,12041.4,Road,11274.08,Delivered,2022-04-05,2022-04-06,2022-04-30,2022-05-03,24,28.0,3.0,1863,226,0.0,2022,4,2,April
ORD_000057,2022-11-19,PROD_020,Product_20,Home & Garden,SUP_019,Supplier_19,Vietnam,WH_006,CUST_0169,East,SMB,89,464.06,41301.340000000004,Sea,4020.11,Delivered,2022-11-19,2022-11-22,2022-12-16,2022-12-16,24,27.0,0.0,3415,464,1.0,2022,11,4,November
ORD_000058,2022-01-17,PROD_043,Product_43,Sports,SUP_003,Supplier_3,USA,WH_005,CUST_0226,South,Individual,88,306.92,27008.960000000003,Road,6046.99,Delivered,2022-01-17,2022-01-21,2022-02-27,2022-02-27,37,41.0,0.0,3542,161,1.0,2022,1,1,January
ORD_000059,2023-01-14,PROD_021,Product_21,Sports,SUP_002,Supplier_2,Brazil,WH_008,CUST_0078,Central,Individual,81,366.36,29675.16,Rail,1342.45,Delivered,2023-01-14,2023-01-18,2023-02-25,2023-03-05,38,50.0,8.0,256,315,0.0,2023,1,1,January
ORD_000060,2022-09-13,PROD_044,Product_44,Food & Beverage,SUP_019,Supplier_19,Vietnam,WH_005,CUST_0067,West,Enterprise,61,463.89,28297.29,Sea,2645.17,Delivered,2022-09-13,2022-09-17,2022-10-15,2022-10-15,28,32.0,0.0,3230,234,1.0,2022,9,3,September
ORD_000061,2022-08-11,PROD_024,Product_24,Clothing,SUP_004,Supplier_4,USA,WH_008,CUST_0272,West,Individual,54,265.21,14321.339999999998,Sea,808.09,Delivered,2022-08-11,2022-08-14,2022-09-24,2022-09-24,41,44.0,0.0,1099,360,1.0,2022,8,3,August
ORD_000062,2022-05-14,PROD_041,Product_41,Electronics,SUP_004,Supplier_4,USA,WH_007,CUST_0186,Central,Enterprise,18,358.56,6454.08,Air,4754.01,Delivered,2022-05-14,2022-05-17,2022-06-07,2022-06-07,21,24.0,0.0,3560,350,1.0,2022,5,2,May
ORD_000063,2023-01-09,PROD_029,Product_29,Electronics,SUP_020,Supplier_20,USA,WH_001,CUST_0198,West,Individual,10,297.51,2975.1,Rail,409.74,Delayed,2023-01-09,2023-01-11,2023-02-07,,27,,,4925,286,,2023,1,1,January
ORD_000064,2023-12-17,PROD_023,Product_23,Home & Garden,SUP_006,Supplier_6,Germany,WH_006,CUST_0091,West,Individual,82,289.52,23740.64,Road,8403.1,Delivered,2023-12-17,2023-12-21,2023-12-29,2023-12-29,8,12.0,0.0,3746,377,1.0,2023,12,4,December
ORD_000065,2023-11-21,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_005,CUST_0282,Central,Enterprise,70,230.38,16126.6,Road,2273.29,In Transit,2023-11-21,2023-11-25,2024-01-04,,40,,,3568,417,,2023,11,4,November
ORD_000066,2022-06-20,PROD_003,Product_3,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_006,CUST_0174,North,SMB,19,17.82,338.58,Road,2297.95,Delivered,2022-06-20,2022-06-23,2022-07-09,2022-07-10,16,20.0,1.0,3658,135,0.0,2022,6,2,June
ORD_000067,2023-08-10,PROD_016,Product_16,Home & Garden,SUP_002,Supplier_2,Brazil,WH_006,CUST_0260,South,Individual,66,25.34,1672.44,Rail,663.8,Delivered,2023-08-10,2023-08-11,2023-09-19,2023-09-19,39,40.0,0.0,2709,59,1.0,2023,8,3,August
ORD_000068,2023-08-14,PROD_031,Product_31,Food & Beverage,SUP_006,Supplier_6,Germany,WH_008,CUST_0142,South,Enterprise,39,307.45,11990.55,Air,1373.42,Delivered,2023-08-14,2023-08-16,2023-08-22,2023-08-28,6,14.0,6.0,2665,267,0.0,2023,8,3,August
ORD_000069,2022-01-27,PROD_009,Product_9,Food & Beverage,SUP_003,Supplier_3,USA,WH_004,CUST_0216,South,SMB,58,94.95,5507.1,Road,4236.74,Delivered,2022-01-27,2022-01-28,2022-03-05,2022-03-07,36,39.0,2.0,1320,158,0.0,2022,1,1,January
ORD_000070,2022-08-08,PROD_020,Product_20,Home & Garden,SUP_019,Supplier_19,Vietnam,WH_002,CUST_0153,West,Enterprise,70,464.06,32484.2,Sea,6481.95,Delivered,2022-08-08,2022-08-12,2022-09-09,2022-09-09,28,32.0,0.0,1103,152,1.0,2022,8,3,August
ORD_000071,2022-04-17,PROD_006,Product_6,Clothing,SUP_012,Supplier_12,Germany,WH_008,CUST_0230,Central,Individual,80,344.8,27584.0,Rail,1245.31,Delivered,2022-04-17,2022-04-21,2022-05-08,2022-05-09,17,22.0,1.0,3010,128,0.0,2022,4,2,April
ORD_000072,2022-05-08,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_006,CUST_0061,South,SMB,89,230.38,20503.82,Sea,4322.05,Delivered,2022-05-08,2022-05-10,2022-07-09,2022-07-09,60,62.0,0.0,1635,195,1.0,2022,5,2,May
ORD_000073,2022-03-31,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_005,CUST_0171,East,Individual,94,16.9,1588.6,Air,43897.37,Delivered,2022-03-31,2022-04-04,2022-05-05,2022-05-05,31,35.0,0.0,4056,305,1.0,2022,3,1,March
ORD_000074,2022-06-27,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_002,CUST_0047,Central,Individual,43,480.97,20681.710000000003,Road,3183.96,Delivered,2022-06-27,2022-06-30,2022-08-11,2022-08-11,42,45.0,0.0,2419,362,1.0,2022,6,2,June
ORD_000075,2022-04-12,PROD_009,Product_9,Food & Beverage,SUP_003,Supplier_3,USA,WH_004,CUST_0246,Central,Individual,39,94.95,3703.05,Sea,2731.27,Delivered,2022-04-12,2022-04-16,2022-06-08,2022-06-14,53,63.0,6.0,1245,302,0.0,2022,4,2,April
ORD_000076,2022-05-21,PROD_049,Product_49,Electronics,SUP_001,Supplier_1,Germany,WH_001,CUST_0275,North,Individual,99,56.75,5618.25,Road,5004.78,Delivered,2022-05-21,2022-05-22,2022-07-02,2022-07-02,41,42.0,0.0,152,278,1.0,2022,5,2,May
ORD_000077,2023-10-02,PROD_040,Product_40,Home & Garden,SUP_020,Supplier_20,USA,WH_004,CUST_0282,Central,Enterprise,51,107.43,5478.93,Road,2219.89,Delayed,2023-10-02,2023-10-05,2023-10-30,,25,,,277,309,,2023,10,4,October
ORD_000078,2022-09-16,PROD_034,Product_34,Home & Garden,SUP_016,Supplier_16,India,WH_001,CUST_0263,West,Individual,83,90.98,7551.34,Sea,2672.65,Delivered,2022-09-16,2022-09-20,2022-11-04,2022-11-04,45,49.0,0.0,3136,414,1.0,2022,9,3,September
ORD_000079,2022-06-16,PROD_009,Product_9,Food & Beverage,SUP_003,Supplier_3,USA,WH_002,CUST_0135,West,Individual,30,94.95,2848.5,Air,6845.77,Delivered,2022-06-16,2022-06-17,2022-07-18,2022-07-23,31,37.0,5.0,3974,145,0.0,2022,6,2,June
ORD_000080,2022-11-02,PROD_012,Product_12,Food & Beverage,SUP_017,Supplier_17,Vietnam,WH_003,CUST_0004,South,Enterprise,14,380.13,5321.82,Road,73.62,Delivered,2022-11-02,2022-11-05,2022-11-22,2022-11-23,17,21.0,1.0,322,124,0.0,2022,11,4,November
ORD_000081,2023-10-25,PROD_009,Product_9,Food & Beverage,SUP_003,Supplier_3,USA,WH_002,CUST_0144,North,Individual,87,94.95,8260.65,Road,3077.66,Delivered,2023-10-25,2023-10-27,2023-12-01,2023-12-01,35,37.0,0.0,4244,312,1.0,2023,10,4,October
ORD_000082,2023-05-06,PROD_018,Product_18,Health & Beauty,SUP_001,Supplier_1,Germany,WH_006,CUST_0082,West,Individual,33,230.38,7602.54,Sea,713.45,Delayed,2023-05-06,2023-05-07,2023-07-02,,56,,,2800,125,,2023,5,2,May
ORD_000083,2022-06-07,PROD_019,Product_19,Clothing,SUP_001,Supplier_1,Germany,WH_007,CUST_0001,South,Individual,92,203.62,18733.04,Air,8066.41,Delivered,2022-06-07,2022-06-08,2022-07-17,2022-07-22,39,45.0,5.0,2922,422,0.0,2022,6,2,June
ORD_000084,2022-03-05,PROD_049,Product_49,Electronics,SUP_001,Supplier_1,Germany,WH_006,CUST_0178,Central,SMB,9,56.75,510.75,Sea,177.92,Delivered,2022-03-05,2022-03-06,2022-05-02,2022-05-09,57,65.0,7.0,3483,481,0.0,2022,3,1,March
ORD_000085,2023-04-14,PROD_047,Product_47,Clothing,SUP_020,Supplier_20,USA,WH_005,CUST_0014,East,Enterprise,5,426.52,2132.6,Sea,227.84,Delivered,2023-04-14,2023-04-16,2023-05-27,2023-05-27,41,43.0,0.0,1838,143,1.0,2023,4,2,April
ORD_000086,2023-05-01,PROD_030,Product_30,Food & Beverage,SUP_002,Supplier_2,Brazil,WH_001,CUST_0148,South,Individual,16,482.98,7727.68,Sea,617.12,Delivered,2023-05-01,2023-05-05,2023-06-21,2023-06-21,47,51.0,0.0,4210,378,1.0,2023,5,2,May
ORD_000087,2023-01-27,PROD_016,Product_16,Home & Garden,SUP_002,Supplier_2,Brazil,WH_005,CUST_0123,North,SMB,40,25.34,1013.6,Sea,1147.23,Delayed,2023-01-27,2023-01-29,2023-03-18,,48,,,431,449,,2023,1,1,January
ORD_000088,2022-02-11,PROD_019,Product_19,Clothing,SUP_001,Supplier_1,Germany,WH_002,CUST_0065,Central,Individual,3,203.62,610.86,Sea,244.71,Delivered,2022-02-11,2022-02-15,2022-04-15,2022-04-15,59,63.0,0.0,4178,399,1.0,2022,2,1,February
ORD_000089,2023-04-27,PROD_010,Product_10,Sports,SUP_017,Supplier_17,Vietnam,WH_001,CUST_0091,West,Individual,66,201.62,13306.92,Road,1031.25,Delivered,2023-04-27,2023-05-01,2023-05-16,2023-05-20,15,23.0,4.0,4128,431,0.0,2023,4,2,April
ORD_000090,2022-10-20,PROD_025,Product_25,Health & Beauty,SUP_011,Supplier_11,India,WH_002,CUST_0078,Central,Individual,35,480.97,16833.95,Sea,4315.76,Delivered,2022-10-20,2022-10-21,2022-12-17,2022-12-20,57,61.0,3.0,2106,177,0.0,2022,10,4,October
ORD_000091,2023-07-06,PROD_039,Product_39,Home & Garden,SUP_003,Supplier_3,USA,WH_006,CUST_0014,East,Enterprise,59,16.9,997.0999999999999,Road,4211.24,Delivered,2023-07-06,2023-07-09,2023-08-15,2023-08-15,37,40.0,0.0,3480,406,1.0,2023,7,3,July
ORD_000092,2023-01-11,PROD_034,Product_34,Home & Garden,SUP_016,Supplier_16,India,WH_003,CUST_0265,Central,SMB,20,90.98,1819.6000000000001,Rail,638.21,Delivered,2023-01-11,2023-01-13,2023-02-15,2023-02-15,33,35.0,0.0,4441,56,1.0,2023,1,1,January
